hcpcs_code,hcpcs_description,year,bene_unique_cnt,line_srvc_cnt
37200,Biopsy of blood vessel via catheter,2012,1081.0,1108.0
37200,Biopsy of blood vessel via catheter,2013,1106.0,1145.0
37200,Biopsy of blood vessel via catheter,2014,941.0,983.0
37200,Biopsy of blood vessel via catheter,2015,976.0,999.0
37201,Infusion to dissolve blood clot,2012,2226.0,3222.0
37202,Insertion of catheter into blood vessel for drug infusion,2012,4244.0,5249.0
37202,Insertion of catheter into blood vessel for drug infusion,2013,4310.0,5956.0
37202,Insertion of catheter into blood vessel for drug infusion,2014,4365.0,6756.0
37202,Insertion of catheter into blood vessel for drug infusion,2015,3193.0,5324.0
37203,Insertion of catheter in vein for removal of foreign body,2012,173.0,236.0
37204,Insertion of catheter and device to stop blood flow or infusion to dissolve blood clot,2012,13067.0,17417.0
37204,Insertion of catheter and device to stop blood flow or infusion to dissolve blood clot,2013,14151.0,19525.0
37205,Insertion of stent into blood vessel,2012,25380.0,28986.0
37205,Insertion of stent into blood vessel,2013,26701.0,30590.0
37206,Insertion of stent into blood vessel,2012,493.0,868.0
37206,Insertion of stent into blood vessel,2013,791.0,1303.0
37207,Insertion of stent in blood vessel via catheter,2012,295.0,329.0
37207,Insertion of stent in blood vessel via catheter,2013,208.0,229.0
37208,Insertion of stent in blood vessel via catheter,2012,23.0,58.0
37208,Insertion of stent in blood vessel via catheter,2013,11.0,12.0
37209,Catheter change during drug infusion therapy to dissolve blood clot,2012,531.0,1032.0
37211,Insertion of catheter into artery for drug infusion for blood clot,2013,1490.0,2215.0
37211,Insertion of catheter into artery for drug infusion for blood clot including radiological supervision and interpretation,2014,1343.0,1887.0
37211,Insertion of catheter into artery for drug infusion for blood clot including radiological supervision and interpretation,2015,977.0,1309.0
37212,Insertion of catheter into vein for drug infusion for blood clot,2013,608.0,1162.0
37212,Insertion of catheter into vein for drug infusion for blood clot including radiological supervision and interpretation,2014,420.0,606.0
37212,Insertion of catheter into vein for drug infusion for blood clot including radiological supervision and interpretation,2015,122.0,151.0
37213,Insertion of catheter into artery or vein for drug infusion for blood clot,2013,108.0,138.0
37213,Insertion of catheter into artery or vein for drug infusion for blood clot including radiological supervision and interpretation,2014,109.0,155.0
37213,Insertion of catheter into artery or vein for drug infusion for blood clot including radiological supervision and interpretation,2015,64.0,87.0
37214,Removal of catheter in artery or vein including radiological supervision and interpretation,2014,486.0,531.0
37214,Removal of catheter in artery or vein including radiological supervision and interpretation,2015,407.0,449.0
37214,Removal of catheter into artery or vein to stop drug infusion for blood clot,2013,355.0,390.0
37215,Insertion of stent and blood clot protection device in neck artery,2012,2868.0,3025.0
37215,Insertion of stent and blood clot protection device in neck artery,2013,2708.0,2824.0
37215,"Insertion of stents and blood clot protection device in neck artery, accessed through the skin",2014,1650.0,1729.0
37215,"Insertion of stents and blood clot protection device in neck artery, open or accessed through the skin",2015,1413.0,1462.0
37218,Insertion of stents in blood vessels of chest open or accessed through the skin with radiological supervision and interpretation,2015,14.0,14.0
37220,"Balloon dilation of artery in one side of groin, endovascular, accessed through the skin or open procedure",2014,1358.0,1589.0
37220,"Balloon dilation of artery in one side of groin, endovascular, accessed through the skin or open procedure",2015,1334.0,1551.0
37220,Balloon dilation of groin artery,2012,1414.0,1744.0
37220,Balloon dilation of groin artery,2013,1395.0,1681.0
37221,Insertion of stent in leg artery,2012,10984.0,13320.0
37221,Insertion of stent in leg artery,2013,11029.0,13095.0
37221,"Insertion of stents in artery in one side of groin, endovascular, accessed through the skin or open procedure",2014,10699.0,12457.0
37221,"Insertion of stents in artery in one side of groin, endovascular, accessed through the skin or open procedure",2015,10111.0,11551.0
37222,Balloon dilation of groin artery,2012,277.0,378.0
37222,Balloon dilation of groin artery,2013,236.0,311.0
37222,"Balloon dilation of groin artery, endovascular, open, or percutaneous approach",2014,263.0,337.0
37222,"Balloon dilation of groin artery, endovascular, open, or percutaneous approach",2015,264.0,332.0
37223,Insertion of stent in groin artery,2012,254.0,303.0
37223,Insertion of stent in groin artery,2013,151.0,161.0
37223,"Insertion of stents into groin artery, endovascular, accessed through the skin or open procedure",2014,225.0,260.0
37223,"Insertion of stents into groin artery, endovascular, accessed through the skin or open procedure",2015,191.0,225.0
37224,"Balloon dilation of arteries in one leg, endovascular, accessed through the skin or open procedure",2014,9047.0,10282.0
37224,"Balloon dilation of arteries in one leg, endovascular, accessed through the skin or open procedure",2015,9862.0,11135.0
37224,Balloon dilation of leg artery,2012,9627.0,10952.0
37224,Balloon dilation of leg artery,2013,9305.0,10646.0
37225,"Removal of plaque in arteries in one leg, endovascular, accessed through the skin or open procedure",2014,14330.0,17593.0
37225,"Removal of plaque in arteries in one leg, endovascular, accessed through the skin or open procedure",2015,16645.0,20233.0
37225,Removal of plaque in leg artery,2012,11338.0,13791.0
37225,Removal of plaque in leg artery,2013,13329.0,16243.0
37226,Insertion of stent in leg artery,2012,12365.0,14036.0
37226,Insertion of stent in leg artery,2013,12401.0,14008.0
37226,"Insertion of stents into arteries in one leg, endovascular, accessed through the skin or open procedure",2014,12900.0,14659.0
37226,"Insertion of stents into arteries in one leg, endovascular, accessed through the skin or open procedure",2015,9785.0,10880.0
37227,Balloon dilation and insertion of stent in leg artery,2012,4319.0,5350.0
37227,Balloon dilation and insertion of stent in leg artery,2013,5642.0,6916.0
37227,"Removal of plaque and insertion of stents into arteries in one leg, endovascular, accessed through the skin or open procedure",2014,7233.0,9067.0
37227,"Removal of plaque and insertion of stents into arteries in one leg, endovascular, accessed through the skin or open procedure",2015,8129.0,10096.0
37228,"Balloon dilation of artery of one leg, endovascular, accessed through the skin or open procedure",2014,9688.0,11202.0
37228,"Balloon dilation of artery of one leg, endovascular, accessed through the skin or open procedure",2015,8933.0,10328.0
37228,Balloon dilation of leg artery,2012,8203.0,9468.0
37228,Balloon dilation of leg artery,2013,8712.0,10054.0
37229,"Removal of plaque in artery in one leg, endovascular, accessed through the skin or open procedure",2014,10886.0,13985.0
37229,"Removal of plaque in artery in one leg, endovascular, accessed through the skin or open procedure",2015,12612.0,16433.0
37229,Removal of plaque in leg artery,2012,6734.0,8406.0
37229,Removal of plaque in leg artery,2013,9101.0,11620.0
37230,Insertion of stent in leg artery,2012,414.0,465.0
37230,Insertion of stent in leg artery,2013,462.0,531.0
37230,"Insertion of stents into artery in one leg, endovascular, accessed through the skin or open procedure",2014,420.0,474.0
37230,"Insertion of stents into artery in one leg, endovascular, accessed through the skin or open procedure",2015,282.0,335.0
37231,Removal of plaque and insertion of stent in leg artery,2012,441.0,554.0
37231,Removal of plaque and insertion of stent in leg artery,2013,346.0,420.0
37231,"Removal of plaque and insertion of stents into artery in one leg, endovascular, accessed through the skin or open procedure",2014,523.0,679.0
37231,"Removal of plaque and insertion of stents into artery in one leg, endovascular, accessed through the skin or open procedure",2015,594.0,758.0
37232,"Balloon dilation of artery in one leg, endovascular, accessed through the skin or open procedure",2014,1779.0,2265.0
37232,"Balloon dilation of artery in one leg, endovascular, accessed through the skin or open procedure",2015,1705.0,2121.0
37232,Balloon dilation of leg artery,2012,1292.0,1651.0
37232,Balloon dilation of leg artery,2013,1523.0,1951.0
37233,"Removal of plaque in artery in one leg, endovascular, accessed through the skin or open procedure",2014,1651.0,2138.0
37233,"Removal of plaque in artery in one leg, endovascular, accessed through the skin or open procedure",2015,2000.0,2652.0
37233,Removal of plaque in leg artery,2012,1073.0,1481.0
37233,Removal of plaque in leg artery,2013,1420.0,1906.0
37234,Insertion of stent in leg artery,2013,15.0,20.0
37234,"Insertion of stents into artery in one leg, endovascular, accessed through the skin or open procedure",2014,25.0,30.0
37234,"Insertion of stents into artery in one leg, endovascular, accessed through the skin or open procedure",2015,20.0,28.0
37235,Removal of plaque and insertion of stent in leg artery,2012,13.0,13.0
37235,Removal of plaque and insertion of stent in leg artery,2013,26.0,34.0
37235,"Removal of plaque and insertion of stents into artery in one leg, endovascular, accessed through the skin or open procedure",2014,40.0,46.0
37235,"Removal of plaque and insertion of stents into artery in one leg, endovascular, accessed through the skin or open procedure",2015,31.0,33.0
37236,"Insertion of intravascular stents in artery (except lower extremity, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or accessed through the skin, with radiological supervision and interpretation",2014,2590.0,2811.0
37236,"Insertion of intravascular stents in artery (except lower extremity, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or accessed through the skin, with radiological supervision and interpretation",2015,2090.0,2260.0
37237,"Insertion of intravascular stents in artery (except lower extremity, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or accessed through the skin, with radiological supervision and interpretation",2014,43.0,51.0
37237,"Insertion of intravascular stents in artery (except lower extremity, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or accessed through the skin, with radiological supervision and interpretation",2015,11.0,19.0
37238,"Insertion of intravascular stents in vein, open or accessed through the skin, with radiological supervision and interpretation",2014,19540.0,22802.0
37238,"Insertion of intravascular stents in vein, open or accessed through the skin, with radiological supervision and interpretation",2015,20964.0,24334.0
37239,"Insertion of intravascular stents in vein, open or accessed through the skin, with radiological supervision and interpretation",2014,719.0,1627.0
37239,"Insertion of intravascular stents in vein, open or accessed through the skin, with radiological supervision and interpretation",2015,1170.0,2591.0
37241,"Occlusion of venous malformations (other than hemorrhage) with radiological supervision and interpretation, roadmapping, and imaging guidance",2014,6290.0,11706.0
37241,"Occlusion of venous malformations (other than hemorrhage) with radiological supervision and interpretation, roadmapping, and imaging guidance",2015,7516.0,13888.0
37242,"Occlusion of artery (other than hemorrhage or tumor) with radiological supervision and interpretation, roadmapping, and imaging guidance",2014,526.0,572.0
37242,"Occlusion of artery (other than hemorrhage or tumor) with radiological supervision and interpretation, roadmapping, and imaging guidance",2015,658.0,721.0
37243,"Occlusion of tumors or obstructed blood vessel with radiological supervision and interpretation, roadmapping, and imaging guidance",2014,4891.0,6970.0
37243,"Occlusion of tumors or obstructed blood vessel with radiological supervision and interpretation, roadmapping, and imaging guidance",2015,5169.0,7277.0
37244,"Occlusion of arterial or venous hemorrhage with radiological supervision and interpretation, roadmapping, and imaging guidance",2014,660.0,706.0
37244,"Occlusion of arterial or venous hemorrhage with radiological supervision and interpretation, roadmapping, and imaging guidance",2015,727.0,780.0
37250,Ultrasound evaluation of blood vessel during diagnosis or treatment,2012,4141.0,4632.0
37250,Ultrasound evaluation of blood vessel during diagnosis or treatment,2013,4675.0,5203.0
37250,Ultrasound evaluation of blood vessel during diagnosis or treatment,2014,4792.0,5316.0
37250,Ultrasound evaluation of blood vessel during diagnosis or treatment,2015,5268.0,5884.0
37251,Ultrasound evaluation of blood vessel during diagnosis or treatment,2012,1832.0,4623.0
37251,Ultrasound evaluation of blood vessel during diagnosis or treatment,2013,2229.0,5361.0
37251,Ultrasound evaluation of blood vessel during diagnosis or treatment,2014,2634.0,6541.0
37251,Ultrasound evaluation of blood vessel during diagnosis or treatment,2015,3255.0,9093.0
37500,Tying of perforator veins in leg muscles using an endoscope,2013,16.0,19.0
37500,Tying of perforator veins in leg muscles using an endoscope,2014,13.0,14.0
37501,Blood vessel procedure using an endoscope,2012,86.0,86.0
37501,Blood vessel procedure using an endoscope,2013,73.0,73.0
37501,Blood vessel procedure using an endoscope,2014,73.0,73.0
37501,Blood vessel procedure using an endoscope,2015,57.0,57.0
37600,Tying external carotid artery,2012,50.0,52.0
37600,Tying external carotid artery,2013,24.0,26.0
37600,Tying external carotid artery,2014,17.0,17.0
37600,Tying external carotid artery,2015,17.0,18.0
37605,Tying internal or common carotid artery,2012,12.0,19.0
37607,Tying or banding of a passage between an artery and vein,2012,2917.0,3147.0
37607,Tying or banding of a passage between an artery and vein,2013,2898.0,3112.0
37607,Tying or banding of a passage between an artery and vein,2014,3136.0,3339.0
37607,Tying or banding of a passage between an artery and vein,2015,3240.0,3455.0
37609,Tying or biopsy of temporal artery (side of skull),2012,1325.0,1453.0
37609,Tying or biopsy of temporal artery (side of skull),2013,1301.0,1401.0
37609,Tying or biopsy of temporal artery (side of skull),2014,1128.0,1207.0
37609,Tying or biopsy of temporal artery (side of skull),2015,1206.0,1257.0
37616,Tying of major chest artery,2012,72.0,73.0
37616,Tying of major chest artery,2013,96.0,97.0
37616,Tying of major chest artery,2014,37.0,37.0
37617,Tying of major artery of the abdomen,2012,13.0,13.0
37617,Tying of major artery of the abdomen,2013,43.0,43.0
37617,Tying of major artery of the abdomen,2014,56.0,61.0
37617,Tying of major artery of the abdomen,2015,64.0,74.0
37618,Tying of major artery of arm or leg,2013,26.0,28.0
37618,Tying of major artery of arm or leg,2014,11.0,14.0
37619,Tying inferior vena cava,2012,136.0,136.0
37619,Tying inferior vena cava,2013,54.0,54.0
37619,Tying inferior vena cava,2014,14.0,14.0
37700,Tying and incision leg vein,2012,253.0,321.0
37700,Tying and incision leg vein,2013,189.0,234.0
37700,Tying and incision leg vein,2014,155.0,208.0
37700,Tying and incision leg vein,2015,100.0,136.0
37718,Suturing incision and stripping leg vein,2013,11.0,11.0
37722,Tying incision and stripping leg veins,2012,43.0,57.0
37722,Tying incision and stripping leg veins,2013,50.0,66.0
37722,Tying incision and stripping leg veins,2014,11.0,13.0
37735,Tying incision and complete stripping leg veins with removal of ulcer skin graft deep tissue and/or interruption of connection with veins of the leg,2012,33.0,35.0
37735,Tying incision and complete stripping leg veins with removal of ulcer skin graft deep tissue and/or interruption of connection with veins of the leg,2013,54.0,57.0
37735,Tying incision and complete stripping leg veins with removal of ulcer skin graft deep tissue and/or interruption of connection with veins of the leg,2014,26.0,27.0
37760,"Tying of varicosed veins in one leg, open procedure",2014,53.0,101.0
37760,"Tying of varicosed veins in one leg, open procedure",2015,24.0,53.0
37760,Tying varicosed veins of leg with skin graft,2012,67.0,136.0
37760,Tying varicosed veins of leg with skin graft,2013,54.0,60.0
37761,"Tying of varicosed veins in one leg, open procedure",2014,236.0,316.0
37761,"Tying of varicosed veins in one leg, open procedure",2015,191.0,255.0
37761,Tying of varicosed veins of leg using ultrasound guidance,2012,223.0,309.0
37761,Tying of varicosed veins of leg using ultrasound guidance,2013,303.0,417.0
37765,Multiple incisions for removal of varicose veins of arm or leg,2012,5700.0,7367.0
37765,Multiple incisions for removal of varicose veins of arm or leg,2013,6329.0,8187.0
37765,Multiple incisions for removal of varicose veins of arm or leg,2014,6047.0,7838.0
37765,Multiple incisions for removal of varicose veins of arm or leg,2015,6261.0,8247.0
37766,Multiple incisions for removal of varicose veins of arm or leg,2012,4181.0,6128.0
37766,Multiple incisions for removal of varicose veins of arm or leg,2013,4822.0,7072.0
37766,Multiple incisions for removal of varicose veins of arm or leg,2014,5191.0,7754.0
37766,Multiple incisions for removal of varicose veins of arm or leg,2015,5250.0,7949.0
37785,Tying incision and/or removal of varicose vein clusters of leg,2012,855.0,1110.0
37785,Tying incision and/or removal of varicose vein clusters of leg,2013,972.0,1337.0
37785,Tying incision and/or removal of varicose vein clusters of leg,2014,558.0,746.0
37785,Tying incision and/or removal of varicose vein clusters of leg,2015,501.0,682.0
37799,Blood vessel procedure,2012,854.0,1062.0
37799,Blood vessel procedure,2013,883.0,1135.0
37799,Blood vessel procedure,2014,1174.0,1569.0
37799,Blood vessel procedure,2015,1343.0,1898.0
38100,Removal of spleen,2012,15.0,15.0
38100,Removal of spleen,2015,16.0,16.0
38205,Collection of donor stem cells for transplantation,2012,21.0,40.0
38205,Collection of donor stem cells for transplantation,2013,13.0,31.0
38205,Collection of donor stem cells for transplantation,2014,22.0,25.0
38205,Collection of donor stem cells for transplantation,2015,30.0,38.0
38206,Collection of stem cells for transplantation,2012,869.0,1755.0
38206,Collection of stem cells for transplantation,2013,970.0,1799.0
38206,Collection of stem cells for transplantation,2014,898.0,1737.0
38206,Collection of stem cells for transplantation,2015,1159.0,2242.0
38220,Bone marrow aspiration,2012,20755.0,21927.0
38220,Bone marrow aspiration,2013,21227.0,22554.0
38220,Bone marrow aspiration,2014,21298.0,22406.0
38220,Bone marrow aspiration,2015,20444.0,21438.0
38221,Needle or trocar bone marrow biopsy,2012,86446.0,92248.0
38221,Needle or trocar bone marrow biopsy,2013,83134.0,89155.0
38221,Needle or trocar bone marrow biopsy,2014,79164.0,84493.0
38221,Needle or trocar bone marrow biopsy,2015,78375.0,83269.0
38230,Harvest of donor bone marrow for transplantation,2012,25.0,25.0
38230,Harvest of donor bone marrow for transplantation,2013,52.0,54.0
38230,Harvest of donor bone marrow for transplantation,2014,11.0,11.0
38232,Harvest of patient bone marrow for transplantation,2012,67.0,69.0
38232,Harvest of patient bone marrow for transplantation,2013,99.0,106.0
38232,Harvest of patient bone marrow for transplantation,2015,12.0,12.0
38240,Transplantation of donor bone marrow or blood-derived stem cells,2015,12.0,12.0
38241,Transplantation of patient's bone marrow or blood-derived stem cells,2012,236.0,251.0
38241,Transplantation of patient's bone marrow or blood-derived stem cells,2013,191.0,196.0
38241,Transplantation of patient's bone marrow or blood-derived stem cells,2014,229.0,239.0
38241,Transplantation of patient's bone marrow or blood-derived stem cells,2015,267.0,281.0
38308,Removal of growth of lymph node,2012,329.0,341.0
38308,Removal of growth of lymph node,2013,271.0,282.0
38308,Removal of growth of lymph node,2014,268.0,271.0
38308,Removal of growth of lymph node,2015,108.0,109.0
38381,Suture and/or tying chest lymph duct,2012,45.0,46.0
38381,Suture and/or tying chest lymph duct,2013,57.0,58.0
38381,Suture and/or tying chest lymph duct,2014,75.0,77.0
38381,Suture and/or tying chest lymph duct,2015,37.0,37.0
38500,Biopsy or removal of lymph nodes,2012,1730.0,1790.0
38500,Biopsy or removal of lymph nodes,2013,2220.0,2278.0
38500,"Biopsy or removal of lymph nodes, open procedure",2014,2433.0,2490.0
38500,"Biopsy or removal of lymph nodes, open procedure",2015,2180.0,2219.0
38505,Needle biopsy or removal of lymph nodes,2012,1347.0,1408.0
38505,Needle biopsy or removal of lymph nodes,2013,1878.0,1966.0
38505,Needle biopsy or removal of lymph nodes,2014,2033.0,2109.0
38505,Needle biopsy or removal of lymph nodes,2015,2520.0,2607.0
38510,Biopsy or removal of lymph nodes of neck,2012,603.0,653.0
38510,Biopsy or removal of lymph nodes of neck,2013,615.0,630.0
38510,"Biopsy or removal of lymph nodes of neck, open procedure",2014,686.0,698.0
38510,"Biopsy or removal of lymph nodes of neck, open procedure",2015,715.0,732.0
38520,Biopsy or removal of lymph nodes of neck,2012,12.0,16.0
38520,"Biopsy or removal of lymph nodes of neck, open procedure",2014,12.0,12.0
38520,"Biopsy or removal of lymph nodes of neck, open procedure",2015,11.0,11.0
38525,Biopsy or removal of lymph nodes of neck,2012,26869.0,27363.0
38525,Biopsy or removal of lymph nodes of neck,2013,28363.0,28545.0
38525,"Biopsy or removal of lymph nodes of under the arm, open procedure",2014,29676.0,29862.0
38525,"Biopsy or removal of lymph nodes of under the arm, open procedure",2015,32118.0,32304.0
38542,Removal of lymph nodes of neck,2012,83.0,86.0
38542,Removal of lymph nodes of neck,2013,80.0,83.0
38542,Removal of lymph nodes of neck,2014,80.0,80.0
38542,Removal of lymph nodes of neck,2015,79.0,79.0
38555,Removal of congenital defect of lymph nodes at underarm or neck,2013,15.0,15.0
38555,Removal of congenital defect of lymph nodes at underarm or neck,2015,19.0,20.0
38562,Removal of pelvic or aortic lymph nodes,2014,11.0,11.0
38562,Removal of pelvic or aortic lymph nodes,2015,14.0,14.0
38564,Removal of lymph nodes behind abdominal cavity,2012,53.0,54.0
38564,Removal of lymph nodes behind abdominal cavity,2013,66.0,66.0
38564,Removal of lymph nodes behind abdominal cavity,2014,58.0,58.0
38564,Removal of lymph nodes behind abdominal cavity,2015,60.0,60.0
38570,Removal of abdominal cavity lymph nodes using an endoscope,2012,180.0,180.0
38570,Removal of abdominal cavity lymph nodes using an endoscope,2013,179.0,179.0
38570,Removal of abdominal cavity lymph nodes using an endoscope,2014,193.0,193.0
38570,Removal of abdominal cavity lymph nodes using an endoscope,2015,406.0,408.0
38571,Removal of pelvic lymph nodes using an endoscope,2012,6052.0,6061.0
38571,Removal of pelvic lymph nodes using an endoscope,2013,6198.0,6213.0
38571,Removal of total lymph nodes of both sides of pelvis using an endoscope,2014,6202.0,6213.0
38571,Removal of total lymph nodes of both sides of pelvis using an endoscope,2015,7706.0,7727.0
38572,Removal of pelvic and abdominal aortic lymph nodes using an endoscope,2012,818.0,819.0
38572,Removal of pelvic and abdominal aortic lymph nodes using an endoscope,2013,851.0,851.0
38572,Removal of total lymph nodes of both sides of pelvis and abdominal lymph node biopsy using an endoscope,2014,807.0,807.0
38572,Removal of total lymph nodes of both sides of pelvis and abdominal lymph node biopsy using an endoscope,2015,957.0,957.0
38589,Lymph node procedure using an endoscope,2012,34.0,34.0
38589,Lymph node procedure using an endoscope,2013,23.0,23.0
38589,Lymph node procedure using an endoscope,2014,38.0,38.0
38589,Lymph node procedure using an endoscope,2015,39.0,39.0
38700,Removal of lymph nodes from chin to thyroid cartilage,2012,90.0,92.0
38700,Removal of lymph nodes from chin to thyroid cartilage,2013,58.0,59.0
38700,Removal of lymph nodes from chin to thyroid cartilage,2014,15.0,15.0
38700,Removal of lymph nodes from chin to thyroid cartilage,2015,49.0,49.0
38720,Removal of neck lymph nodes,2012,15.0,18.0
38720,Removal of neck lymph nodes,2013,24.0,24.0
38720,Removal of neck lymph nodes,2014,29.0,29.0
38720,Removal of neck lymph nodes,2015,44.0,45.0
38724,"Removal of lymph nodes, muscle, and tissue of neck",2012,2741.0,2849.0
38724,"Removal of lymph nodes, muscle, and tissue of neck",2013,2978.0,3039.0
38724,"Removal of lymph nodes, muscle, and tissue of neck",2014,3337.0,3386.0
38724,"Removal of lymph nodes, muscle, and tissue of neck",2015,3598.0,3650.0
38740,Removal of underarm lymph nodes,2012,427.0,437.0
38740,Removal of underarm lymph nodes,2013,392.0,403.0
38740,Removal of underarm lymph nodes,2014,412.0,412.0
38740,Removal of underarm lymph nodes,2015,353.0,354.0
38745,Removal of all underarm lymph nodes,2012,120.0,120.0
38745,Removal of all underarm lymph nodes,2013,168.0,169.0
38745,Removal of all underarm lymph nodes,2014,165.0,166.0
38745,Removal of all underarm lymph nodes,2015,158.0,159.0
38746,Removal of lymph nodes from chest cavity and breast bone,2012,4143.0,4180.0
38746,Removal of lymph nodes from chest cavity and breast bone,2013,3409.0,3426.0
38746,Removal of lymph nodes from chest cavity and breast bone,2014,3164.0,3174.0
38746,Removal of lymph nodes from chest cavity and breast bone,2015,2898.0,2913.0
38747,Removal of abdominal organ lymph nodes,2012,694.0,697.0
38747,Removal of abdominal organ lymph nodes,2013,565.0,565.0
38747,Removal of abdominal organ lymph nodes,2014,757.0,760.0
38747,Removal of abdominal organ lymph nodes,2015,822.0,826.0
38760,Removal of lymph nodes at groin,2012,40.0,45.0
38760,Removal of lymph nodes at groin,2014,23.0,25.0
38765,Removal of lymph nodes at groin and pelvis,2012,24.0,24.0
38765,Removal of lymph nodes at groin and pelvis,2013,28.0,28.0
38765,Removal of lymph nodes at groin and pelvis,2014,26.0,27.0
38765,Removal of lymph nodes at groin and pelvis,2015,33.0,35.0
38770,Removal of lymph nodes at groin and pelvis,2012,73.0,124.0
38770,Removal of lymph nodes at groin and pelvis,2013,71.0,72.0
38770,Removal of lymph nodes at groin and pelvis,2014,92.0,92.0
38770,Removal of lymph nodes at groin and pelvis,2015,124.0,124.0
38780,Removal of abdominal cavity lymph nodes,2012,84.0,84.0
38780,Removal of abdominal cavity lymph nodes,2013,92.0,92.0
38780,Removal of abdominal cavity lymph nodes,2014,43.0,43.0
38780,Removal of abdominal cavity lymph nodes,2015,59.0,59.0
38790,Injection procedure for X-ray imaging of the lymphatic system,2012,206.0,207.0
38790,Injection procedure for X-ray imaging of the lymphatic system,2013,335.0,339.0
38790,Injection procedure for X-ray imaging of the lymphatic system,2014,319.0,321.0
38790,Injection procedure for X-ray imaging of the lymphatic system,2015,432.0,441.0
38792,Injection of radioactive dye for X-ray identification of lymph node,2012,13322.0,13543.0
38792,Injection of radioactive dye for X-ray identification of lymph node,2013,12876.0,13086.0
38792,Injection of radioactive dye for X-ray identification of lymph node,2014,12618.0,12721.0
38792,Injection of radioactive dye for X-ray identification of lymph node,2015,12323.0,12377.0
38900,Lymph node imaging during surgery,2012,15631.0,15899.0
38900,Lymph node imaging during surgery,2013,19157.0,19344.0
38900,Lymph node imaging during surgery,2014,21755.0,21872.0
38900,Lymph node imaging during surgery,2015,23398.0,23484.0
38999,Lymph node procedure,2012,48.0,66.0
38999,Lymph node procedure,2013,24.0,25.0
38999,Lymph node procedure,2014,12.0,12.0
38999,Lymph node procedure,2015,43.0,44.0
39000,"Drainage, biopsy, or removal of foreign body of chest cavity",2012,101.0,121.0
39000,"Drainage, biopsy, or removal of foreign body of chest cavity",2013,92.0,105.0
39000,"Drainage, biopsy, or removal of foreign body of chest cavity",2014,80.0,80.0
39000,"Drainage, biopsy, or removal of foreign body of chest cavity",2015,88.0,88.0
39010,"Drainage, biopsy, or removal of foreign body of chest cavity",2012,113.0,113.0
39010,"Drainage, biopsy, or removal of foreign body of chest cavity",2013,167.0,176.0
39010,"Drainage, biopsy, or removal of foreign body of chest cavity",2014,127.0,131.0
39010,"Drainage, biopsy, or removal of foreign body of chest cavity",2015,45.0,47.0
39220,Removal of tumor below breast bone,2012,26.0,26.0
39400,Examination of chest cavity below breast bone using an endoscope,2012,4103.0,4112.0
39400,Examination of chest cavity below breast bone using an endoscope,2013,3599.0,3617.0
39400,Examination of chest cavity below breast bone using an endoscope,2014,3308.0,3313.0
39400,Examination of chest cavity below breast bone using an endoscope,2015,2850.0,2855.0
39499,Procedure at chest cavity below breast bone,2012,12.0,12.0
39541,Repair of injury to muscle separating the chest and abdominal cavities,2013,11.0,11.0
39541,Repair of injury to muscle separating the chest and abdominal cavities,2014,27.0,27.0
39560,Repair of the muscle separating the chest and abdominal cavities,2012,50.0,50.0
39560,Repair of the muscle separating the chest and abdominal cavities,2013,42.0,42.0
39560,Repair of the muscle separating the chest and abdominal cavities,2014,111.0,111.0
39560,Repair of the muscle separating the chest and abdominal cavities,2015,112.0,114.0
39561,Repair of muscle separating chest and abdominal cavities,2012,35.0,35.0
39561,Repair of muscle separating chest and abdominal cavities,2013,38.0,38.0
39561,Repair of muscle separating chest and abdominal cavities,2014,49.0,49.0
39561,Repair of muscle separating chest and abdominal cavities,2015,83.0,83.0
39599,Diaphragm procedure,2013,43.0,43.0
39599,Diaphragm procedure,2014,12.0,12.0
39599,Diaphragm procedure,2015,12.0,13.0
40490,Biopsy of lip,2012,17059.0,18293.0
40490,Biopsy of lip,2013,15098.0,16268.0
40490,Biopsy of lip,2014,10235.0,10946.0
40490,Biopsy of lip,2015,9184.0,9822.0
40500,Removal of border of lip,2013,19.0,19.0
40500,Removal of border of lip,2014,17.0,17.0
40500,Removal of border of lip,2015,15.0,15.0
40510,Removal of wedge of lip tissue,2012,18.0,21.0
40510,Removal of wedge of lip tissue,2013,15.0,17.0
40510,Removal of wedge of lip tissue,2014,23.0,26.0
40510,Removal of wedge of lip tissue,2015,12.0,13.0
40520,V-shaped removal of lip tissue,2012,12.0,13.0
40520,V-shaped removal of lip tissue,2013,17.0,17.0
40520,V-shaped removal of lip tissue,2014,22.0,24.0
40520,V-shaped removal of lip tissue,2015,13.0,13.0
40525,Removal of lip with skin flap repair,2013,26.0,26.0
40525,Removal of lip with skin flap repair,2014,30.0,32.0
40525,Removal of lip with skin flap repair,2015,31.0,31.0
40650,Repair of lip and border,2014,14.0,14.0
40652,Repair of vertical lip wound extending to half of lip,2012,11.0,11.0
40652,Repair of vertical lip wound extending to half of lip,2013,12.0,12.0
40654,Repair of vertical lip wound extending to over half of lip,2012,12.0,12.0
40654,Repair of vertical lip wound extending to over half of lip,2013,30.0,30.0
40654,Repair of vertical lip wound extending to over half of lip,2014,23.0,25.0
